report_schema_version,analysis_schema_version,analysis_mode,study_signature,profile,analysis_tier,family_name,multiplicity_method,family_size,tested_family_size,pair_type,channel,baseline_condition,baseline_channel,treatment_condition,treatment_channel,metric,metric_class,planned_pairs,pair_usable_pairs,n_pairs,endpoint_missing_pairs,baseline_mean,treatment_mean,baseline_median,treatment_median,mean_delta,median_delta,bootstrap_ci_low,bootstrap_ci_high,increased,unchanged,decreased,increased_fraction,unchanged_fraction,decreased_fraction,mean_log1p_delta,median_log1p_delta,sign_flip_p,bh_adjusted_q,alpha,unadjusted_reject,adjusted_reject,bootstrap_replicates,bootstrap_seed,sign_flip_replicates,sign_flip_seed
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,behavioral_action_calls,process_resource,70,70,70,0,27.142857142857142,13.114285714285714,25.0,11.0,-14.028571428571428,-13.0,-17.014285714285716,-10.957142857142857,4,0,66,0.05714285714285714,0.0,0.9428571428571428,-0.7490340158590441,-0.7621400520468968,9.99990000099999e-06,2.8749712502874973e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,raw_tool_calls,process_resource,70,70,70,0,34.357142857142854,15.385714285714286,34.5,13.5,-18.97142857142857,-19.0,-22.3,-15.471428571428572,5,0,65,0.07142857142857142,0.0,0.9285714285714286,-0.868526255705897,-0.8798355773382773,9.99990000099999e-06,2.8749712502874973e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,trajectory_steps,process_resource,70,70,70,0,34.18571428571428,13.571428571428571,35.0,10.0,-20.614285714285714,-20.5,-24.12857142857143,-17.014285714285716,5,0,65,0.07142857142857142,0.0,0.9285714285714286,-0.9854930996866403,-1.0416401589935007,9.99990000099999e-06,2.8749712502874973e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,prompt_tokens,process_resource,70,70,70,0,1630115.6857142858,506111.3,1520666.5,256252.0,-1124004.3857142858,-840785.5,-1404668.2553571428,-843133.6825000001,3,0,67,0.04285714285714286,0.0,0.9571428571428572,-1.4614556429331935,-1.5363208749575525,9.99990000099999e-06,2.8749712502874973e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,completion_tokens,process_resource,70,70,70,0,12168.885714285714,10963.714285714286,11448.5,9631.5,-1205.1714285714286,-1779.5,-2855.5653571428575,577.3314285714283,23,0,47,0.32857142857142857,0.0,0.6714285714285714,-0.1563503679007538,-0.1750407427718077,0.1762882371176288,0.27030863024703083,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,80b3694e1af29095,codex,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,duration_seconds,process_resource,70,70,70,0,785.5062268571429,711.4393904714285,764.5192945,685.5713499999999,-74.0668363857143,-79.83874449999996,-133.61271743892863,-10.932729106071445,22,0,48,0.3142857142857143,0.0,0.6857142857142857,-0.09926606015013102,-0.15868211738040072,0.01866981330186698,0.03578380882857838,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,repo_search_calls,action_intensity,70,66,66,0,11.5,3.727272727272727,9.0,2.0,-7.7727272727272725,-6.5,-9.681818181818182,-5.878787878787879,3,7,56,0.045454545454545456,0.10606060606060606,0.8484848484848485,,,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,file_read_calls,action_intensity,70,66,66,0,17.939393939393938,12.181818181818182,18.0,9.0,-5.757575757575758,-5.0,-7.984848484848484,-3.3636363636363638,11,5,50,0.16666666666666666,0.07575757575757576,0.7575757575757576,,,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_files_read,action_intensity,70,66,66,0,6.181818181818182,8.227272727272727,4.0,5.5,2.0454545454545454,0.0,0.7575757575757576,3.484848484848485,28,21,17,0.42424242424242425,0.3181818181818182,0.25757575757575757,,,0.004169958300416996,0.00959090409095909,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_dirs_read,action_intensity,70,66,66,0,3.5454545454545454,4.121212121212121,2.0,2.5,0.5757575757575758,0.0,0.0,1.2272727272727273,20,31,15,0.30303030303030304,0.4696969696969697,0.22727272727272727,,,0.07821921780782193,0.09468642155683708,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,test_files_inspected,action_intensity,70,66,66,0,2.242424242424242,1.303030303030303,1.0,0.0,-0.9393939393939394,0.0,-1.606060606060606,-0.3178030303030358,11,23,32,0.16666666666666666,0.3484848484848485,0.48484848484848486,,,0.005999940000599994,0.012545329092163625,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,spec_config_files_inspected,action_intensity,70,66,66,0,1.1666666666666667,0.25757575757575757,0.5,0.0,-0.9090909090909091,0.0,-1.2878787878787878,-0.5454545454545454,2,34,30,0.030303030303030304,0.5151515151515151,0.45454545454545453,,,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,edit_calls,action_intensity,70,66,66,0,10.984848484848484,15.257575757575758,8.5,10.5,4.2727272727272725,0.0,1.2723484848484852,7.96969696969697,29,18,19,0.4393939393939394,0.2727272727272727,0.2878787878787879,,,0.008629913700862992,0.016540667926654068,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_files_modified,action_intensity,70,66,66,0,81.06060606060606,13.166666666666666,5.0,5.0,-67.89393939393939,0.0,-190.15189393939394,-2.4087121212121265,5,48,13,0.07575757575757576,0.7272727272727273,0.19696969696969696,,,0.06575775146484375,0.08402379353841145,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,validation_calls,action_intensity,70,66,66,0,2.1666666666666665,0.4090909090909091,2.0,0.0,-1.7575757575757576,-1.0,-2.257575757575758,-1.2727272727272727,0,24,42,0.0,0.36363636363636365,0.6363636363636364,,,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,post_edit_validation_calls,action_intensity,70,66,66,0,2.1363636363636362,0.4090909090909091,2.0,0.0,-1.7272727272727273,-1.0,-2.242424242424242,-1.2272727272727273,1,24,41,0.015151515151515152,0.36363636363636365,0.6212121212121212,,,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,edit_validation_cycles,action_intensity,70,66,66,0,0.30303030303030304,0.015151515151515152,0.0,0.0,-0.2878787878787879,0.0,-0.5454545454545454,-0.09090909090909091,1,57,8,0.015151515151515152,0.8636363636363636,0.12121212121212122,,,0.015625,0.023958333333333335,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,failed_validation_then_edit_cycles,action_intensity,70,66,66,0,0.015151515151515152,0.0,0.0,0.0,-0.015151515151515152,0.0,-0.045454545454545456,0.0,0,65,1,0.0,0.9848484848484849,0.015151515151515152,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,instruction_file_inspections,action_intensity,70,66,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,git_history_inspections,action_intensity,70,66,66,0,0.2878787878787879,0.0,0.0,0.0,-0.2878787878787879,0.0,-0.5909090909090909,-0.09090909090909091,0,56,10,0.0,0.8484848484848485,0.15151515151515152,,,0.001953125,0.005615234375,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,external_lookup_calls,action_intensity,70,66,66,0,2.015151515151515,1.0909090909090908,0.0,0.0,-0.9242424242424242,0.0,-1.7575757575757576,-0.030303030303030304,5,38,23,0.07575757575757576,0.5757575757575758,0.3484848484848485,,,0.04661953380466195,0.06701557984420156,0.05,1,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,subagent_delegation_calls,action_intensity,70,66,66,0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.07575757575757576,0.3181818181818182,9,57,0,0.13636363636363635,0.8636363636363636,0.0,,,0.00390625,0.00959090409095909,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,integrity_sensitive_events,action_intensity,70,66,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,behavioral_action_calls,process_resource,70,66,66,0,37.89393939393939,30.757575757575758,34.5,21.5,-7.136363636363637,-7.0,-12.181818181818182,-1.423863636363642,9,3,54,0.13636363636363635,0.045454545454545456,0.8181818181818182,-0.4372831915409156,-0.2582812591640624,0.010709892901070989,0.017594824051759484,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,raw_tool_calls,process_resource,70,66,66,0,38.0,30.772727272727273,34.5,21.5,-7.2272727272727275,-7.5,-12.287878787878787,-1.5454545454545454,9,3,54,0.13636363636363635,0.045454545454545456,0.8181818181818182,-0.4391983048891974,-0.2582812591640624,0.00982990170098299,0.017391364547892984,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,trajectory_steps,process_resource,70,66,66,0,28.28787878787879,13.833333333333334,26.0,10.5,-14.454545454545455,-10.0,-18.33371212121212,-10.727272727272727,3,4,59,0.045454545454545456,0.06060606060606061,0.8939393939393939,-0.6973160761722411,-0.6299402181321159,9.99990000099999e-06,3.8332950003833295e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,prompt_tokens,process_resource,70,66,66,0,2302241.4242424243,1155610.9242424243,1488764.0,531488.5,-1146630.5,-574966.5,-1735791.3882575757,-619798.3204545456,4,3,59,0.06060606060606061,0.045454545454545456,0.8939393939393939,-0.8360026619528256,-0.7383618984427471,1.999980000199998e-05,6.571362857799994e-05,0.05,1,1,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,completion_tokens,process_resource,70,66,66,0,21864.742424242424,27970.878787878788,18796.5,17597.5,6106.136363636364,445.0,346.79318181818184,12842.293181818182,34,3,29,0.5151515151515151,0.045454545454545456,0.4393939393939394,-0.19327130263072054,0.05344322581643102,0.05944940550594494,0.08043154862569023,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,17bfd4e306e12578,fable,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,duration_seconds,process_resource,70,66,66,0,865.2062046060606,806.0905250606061,780.0622095,702.4622565,-59.11567954545455,-65.92731150000003,-151.2302636465909,41.49317468901513,26,0,40,0.3939393939393939,0.0,0.6060606060606061,-0.1374014469424251,-0.11457378769072557,0.25565744342556573,0.2940060599394006,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,repo_search_calls,action_intensity,70,68,68,0,1.4558823529411764,1.338235294117647,1.0,1.0,-0.11764705882352941,0.0,-0.25,0.014705882352941176,1,60,7,0.014705882352941176,0.8823529411764706,0.10294117647058823,,,0.140625,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,file_read_calls,action_intensity,70,68,68,0,1.161764705882353,1.0588235294117647,1.0,1.0,-0.10294117647058823,0.0,-0.4117647058823529,0.10294117647058823,1,65,2,0.014705882352941176,0.9558823529411765,0.029411764705882353,,,0.75,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_files_read,action_intensity,70,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_dirs_read,action_intensity,70,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,test_files_inspected,action_intensity,70,68,68,0,0.10294117647058823,0.07352941176470588,0.0,0.0,-0.029411764705882353,0.0,-0.08823529411764706,0.0,0,67,1,0.0,0.9852941176470589,0.014705882352941176,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,spec_config_files_inspected,action_intensity,70,68,68,0,0.014705882352941176,0.0,0.0,0.0,-0.014705882352941176,0.0,-0.04411764705882353,0.0,0,67,1,0.0,0.9852941176470589,0.014705882352941176,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,edit_calls,action_intensity,70,68,68,0,5.632352941176471,2.926470588235294,3.0,2.5,-2.7058823529411766,0.0,-7.5,-0.04411764705882353,13,36,19,0.19117647058823528,0.5294117647058824,0.27941176470588236,,,0.06980930190698093,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,unique_files_modified,action_intensity,70,68,68,0,17.58823529411765,3.5294117647058822,2.5,2.0,-14.058823529411764,0.0,-40.25,0.22058823529411764,9,46,13,0.1323529411764706,0.6764705882352942,0.19117647058823528,,,0.17485825141748582,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,validation_calls,action_intensity,70,68,68,0,4.735294117647059,2.2205882352941178,2.0,1.0,-2.514705882352941,0.0,-7.338235294117647,0.19117647058823528,7,45,16,0.10294117647058823,0.6617647058823529,0.23529411764705882,,,0.23032769672303277,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,post_edit_validation_calls,action_intensity,70,68,68,0,4.161764705882353,1.661764705882353,1.0,0.5,-2.5,0.0,-7.338235294117647,0.22058823529411764,7,45,16,0.10294117647058823,0.6617647058823529,0.23529411764705882,,,0.25207747922520773,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,edit_validation_cycles,action_intensity,70,68,68,0,3.588235294117647,1.088235294117647,0.0,0.0,-2.5,0.0,-7.279411764705882,0.16176470588235295,6,47,15,0.08823529411764706,0.6911764705882353,0.22058823529411764,,,0.22433775662243377,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,failed_validation_then_edit_cycles,action_intensity,70,68,68,0,3.9705882352941178,1.4411764705882353,0.5,0.0,-2.5294117647058822,0.0,-7.3088235294117645,0.1323529411764706,6,47,15,0.08823529411764706,0.6911764705882353,0.22058823529411764,,,0.18989810101898982,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,instruction_file_inspections,action_intensity,70,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,git_history_inspections,action_intensity,70,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,external_lookup_calls,action_intensity,70,68,68,0,0.0,0.04411764705882353,0.0,0.0,0.04411764705882353,0.0,0.0,0.1323529411764706,1,67,0,0.014705882352941176,0.9852941176470589,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,subagent_delegation_calls,action_intensity,70,68,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,0,0.0,1.0,0.0,,,1.0,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,integrity_sensitive_events,action_intensity,70,68,68,0,0.014705882352941176,0.04411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.07352941176470588,2,66,0,0.029411764705882353,0.9705882352941176,0.0,,,0.5,0.8846153846153846,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,behavioral_action_calls,process_resource,70,68,68,0,7.470588235294118,4.823529411764706,4.0,4.0,-2.6470588235294117,0.0,-7.485294117647059,0.08823529411764706,11,37,20,0.16176470588235295,0.5441176470588235,0.29411764705882354,-0.10245959242638525,0.0,0.13162868371316286,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,raw_tool_calls,process_resource,70,68,68,0,8.220588235294118,5.602941176470588,5.0,5.0,-2.6176470588235294,0.0,-7.485294117647059,0.11764705882352941,10,39,19,0.14705882352941177,0.5735294117647058,0.27941176470588236,-0.09355111685618285,0.0,0.15195848041519586,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,trajectory_steps,process_resource,70,68,68,0,8.220588235294118,5.602941176470588,5.0,5.0,-2.6176470588235294,0.0,-7.485294117647059,0.11764705882352941,10,39,19,0.14705882352941177,0.5735294117647058,0.27941176470588236,-0.09355111685618285,0.0,0.15195848041519586,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,prompt_tokens,process_resource,70,68,68,0,167460.67647058822,16350.558823529413,12389.5,11204.5,-151110.11764705883,0.0,-452852.0106617647,1206.6977941176442,23,12,33,0.3382352941176471,0.17647058823529413,0.4852941176470588,-0.1716786288409249,0.0,0.25339746602533975,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,completion_tokens,process_resource,70,68,68,0,3028.4411764705883,1507.014705882353,977.5,846.0,-1521.4264705882354,0.0,-4985.106617647059,398.5154411764706,20,16,32,0.29411764705882354,0.23529411764705882,0.47058823529411764,-0.11519356887820492,0.0,0.6981430185698143,1.0,0.05,0,0,10000,20260824,100000,20260824
1.0,2.7,resource,c80c02f909871370,llama,secondary_exploratory,resource_secondary_behavior_process_bh,benjamini_hochberg,23,23,resource_effect,scaffold,eval_only,scaffold,eval_resource_deprivation,scaffold,duration_seconds,process_resource,70,68,68,0,631.2810390735294,455.7153173382353,398.172735,394.308013,-175.56572173529412,-8.956154500000025,-449.4809473602941,10.566976778676437,28,0,40,0.4117647058823529,0.0,0.5882352941176471,-0.09682200120538485,-0.015399157799559582,0.18368816311836883,0.48567847654856783,0.05,0,0,10000,20260824,100000,20260824
